嫁个100分男人,2012,2540
摩尔庄园2之海妖宝藏,2012,2580
我老公不靠谱,2012,2592
笔仙惊魂,2012,2465
萨米大冒险,2012,2680
胡桃夹子：魔境冒险,2012,2744
双城计中计,2012,2290
雨果,2012,2195
情谜,2012,2110
十二星座离奇事件,2012,2040
杀生,2012,1995
高海拔之恋2,2012,2100
奥特曼：超决战！贝利亚尔银河帝国,2012,2005
雨中的树,2012,2365
潜艇总动员2,2012,1700
迈阿密行动,2012,1698
搞定岳父大人,2012,1800
追凶,2012,1515
恐怖旅馆,2012,1526
赛德克·巴莱 内地版,2012,1730
黑衣女人,2012,1703
真心话大冒险,2012,1514
特工争风,2012,1785
普罗旺斯惊魂记,2012,1590
老雷斯的故事,2012,1372
疯狂的蠢贼,2012,1361
谍影重重4,2012,1330
纽约行动,2012,1293
秘鲁大冒险3D,2012,1467
百万巨鳄,2012,1286
诡爱,2012,1225
变节-潜罪犯,2012,1242
幻影追凶,2012,1268
亲家过年,2012,1202
忠诚与背叛,2012,1600
猪猪侠之囧囧危机,2012,1210
安娜卡列尼娜,2012,1315
金箍棒传奇,2012,1081
伤心童话,2012,1086
半夜不要照镜子,2012,1206
天生爱情狂,2012,1127
形影不离,2012,925
浮城大亨,2012,930
目击者,2012,878
神探亨特张,2012,845
青魇,2012,857
铁线虫入侵,2012,743
冰雪11天,2012,873
地下室惊魂,2012,740
夜店诡谈,2012,692
给野兽献花,2012,811
杀手欧阳盆栽,2012,576
秘密花园,2012,544
凶间雪山,2012,755
爱在那一天,2012,570
无间罪：僵尸重生,2012,580
超蛙战士之威武教官,2012,505
国王的演讲,2012,650
兵临城下之决战要塞,2012,520
宝岛双雄,2012,730
乐翻天,2012,580
爆笑角斗士,2012,500
我是大熊猫,2012,413
三个未婚妈妈,2012,472
2012喜上加喜,2012,600
飞越老人院,2012,523
宝贝女儿好妈妈之吃记忆的大雪球,2012,460
新妈妈再爱我一次,2012,592
荒岛情未了,2012,420
重返大海,2012,385
一次别离,2012,440
恋爱三万英尺,2012,336
饮食男女2012,2012,470
玩命时光,2012,255
犀利人妻,2012,290
豪门生死恋,2012,195
艺术家,2012,424
异度迷局,2012,293
稍安勿躁,2012,150
邂逅幸福,2012,153
浮出水面的影子,2012,198
毕业那年,2012,87
西游·降魔篇,2013,124625
钢铁侠3,2013,75320
致我们终将逝去的青春,2013,71758
中国合伙人,2013,53761
北京遇上西雅图,2013,51909
小时代,2013,48349
超人：钢铁之躯,2013,39393
疯狂原始人,2013,39393
007：大破天幕杀机,2013,37595
星际迷航：暗黑无界,2013,35342
霍比特人1：意外旅程,2013,31536
天机·富春山居图,2013,29982
一代宗师,2013,28780
不二神探,2013,28375
厨子戏子痞子,2013,27237
虎胆龙威5,2013,20093
101次求婚,2013,19990
分手合约,2013,19249
云图,2013,17008
盲探,2013,20924
魔境仙踪,2013,16406
快乐到家,2013,15352
毒战,2013,14679
遗落战境,2013,14817
喜羊羊与灰太狼之喜气羊羊过蛇年,2013,12491
生化危机5：惩罚,2013,11040
侠探杰克,2013,9706
重返地球,2013,21449
逆世界,2013,7371
笑功震武林,2013,7014
洛克王国2圣龙的心愿,2013,6943
悲惨世界,2013,6299
忠烈杨家将,2013,6169
天台爱情,2013,11977
百星酒店,2013,5526
潜艇总动员3:彩虹宝藏,2013,5718
巨人捕手杰克,2013,5407
致命黑兰,2013,5016
劫案迷云,2013,4422
巴啦啦小魔仙,2013,5173
辛巴达历险记2013,2013,3885
开心超人,2013,3540
赛尔号大电影3之战神联盟,2013,7629
在一起,2013,3288
特警判官,2013,3004
太极侠,2013,2748
越来越好之村晚,2013,3001
枕边有张脸,2013,2351
同谋,2013,2252
圣诞玫瑰,2013,2344
电梯惊魂,2013,2219
夺宝联盟,2013,2223
魁拔之大战元泱界,2013,2520
被解救的姜戈,2013,1784
孤岛惊魂2,2013,1671
201314,2013,1324
爱神,2013,1209
赤警威龙,2013,1278
叶问：终极一战,2013,1111
女蛹,2013,1189
萨米大冒险2,2013,1249
杀戒,2013,946
绿林大冒险,2013,916
逆光飞翔,2013,887
临终囧事,2013,779
暗恋99天,2013,703
波鲁鲁冰雪大冒险,2013,1219
愤怒的小孩,2013,844
金太狼的幸福生活,2013,560
圣龙奇兵大冒险,2013,570
大叔，我爱你,2013,476
止杀令,2013,449
夺命追踪,2013,816
铁娘子：坚固柔情,2013,560
人间蒸发,2013,431
爱情银行,2013,535
咒丝,2013,743
楼,2013,339
一路狂奔,2013,338
午夜微博,2013,535
北漂鱼,2013,332
百家乐翻天,2013,221
杨光的快乐生活,2013,207
变身超人,2013,237
初恋未满,2013,225
星爸客,2013,82
喜剧王,2013,59
西柏坡2：王二小,2013,170
闯堂兔2疯狂马戏团,2015,2099.5
龙骑侠,2015,1042.7
博物馆奇妙夜3,2015,32295.7
一代宗师（3D）,2013,6289.2
重返20岁,2015,36590.3
前目的地,2015,1235
安妮：纽约奇缘,2015,345.4
亡命地中海,2015,879.3
天生有福,2015,2.5
功夫（3D）,2004,2556.9
桔子的天空（陕西省）,2015,15.6
暴走神探,2015,2454.5
谍·莲花,2015,2057.7
第七子：降魔之战,2015,17284.7
奇缘灰姑娘（广东省）,2014,22
霍比特人3：五军之战,2014,76579.9
黄金福将,2015,125.4
我要你开花,2015,77.8
味道中国,2015,81.7
怪谈,2015,757.7
青涩日记（广州地区）,2015,41.9
奔驰的大葱,2015,25.8
热血男人帮,2015,212.6
坚不可摧,2015,3682.5
奔跑吧！兄弟,2015,43407.5
熊出没之雪岭熊风,2015,29534.7
时光大战,2015,44.9
宝贝，对不起,2015,497.1
喜羊羊与灰太狼7,2015,6774.2
摩尔庄园3：魔幻列车大冒险,2015,893
有种你爱我,2015,6812.6
热情奏鸣曲,2015,8.9
守望女,2015,1.6
神探驾到,2015,3737.5
蜡笔总动员,2015,662
一路惊喜,2015,6970.2
死亡之谜,2015,244
饥饿游戏3：嘲笑鸟(上),2015,22487.6
有一个地方只有我们知道,2015,28338.7
深海挑战,2014,240.5
新年行动,2014,237.1
我只要我们在一起,2015,307.4
甜蜜蜜,1996,1240.5
爸爸的假期,2015,11617.3
冲上云霄,2015,15628.4
新年来啦之大闹除夕,2015,69.8
天将雄师,2015,74382.8
爸爸去哪儿2,2015,22339
狼图腾,2015,69856.4
钟馗伏魔：雪妖魔灵,2015,40892.2
澳门风云2,2015,97444.8
兔侠之青黎传说,2015,2973
超能陆战队,2015,52613.9
吉星高照2015,2015,1529.7
帕丁顿熊,2015,9974.1
将错就错,2015,3934.1
全能囧爸,2015,83
美丽笨女人,2015,38.7
大喜临门,2015,776.5
北京·纽约,2015,1904.7
木星上行,2015,28426.6
天使：生命处方,2015,8.3
母亲的梦想,2015,27.2
18岁18天,2015,0.2
海岛之恋,2015,18.6
灰姑娘,2015,44455.5
扑通扑通我的人生,2014,559
封门诡影,2015,2571.9
红包,2015,23.9
飓风营救3,2015,20425.4
失孤,2015,21586
可爱的你,2015,2168
璀璨的婚礼,2015,7.4
菜鸟,2015,191.8
一万年以后,2015,2775.3
第七谎言,2015,197.8
王牌特工：特工学院,2015,48443.7
战狼,2015,54388.9
咱们结婚吧,2015,28446.9
暴疯语,2015,4488.5
无敌小飞猪,2015,308.2
冲锋车,2015,2091.8
白幽灵传奇之绝命逃亡,2015,2020.8
三更车库,2015,789.6
公路美人,2015,9.9
魔法总动员,2015,4582.9
特功明星,2015,304.7
速度与激情7,2015,242655.6
我是女王,2015,1554.7
枪过境,2015,134.1
点对点(广东地区),2015,0.1
十万伙急,2015,128.3
念念,2015,1390.7
贵族大盗,2015,2280.4
陌路惊笑,2015,157.7
万物生长,2015,14832.3
疯狂外星人,2015,17214.6
破坏者,2015,2448.7
左耳,2014,48520.9
赤道,2015,20973.8
爱我就陪我看电影,2015,906
少年毛泽东,2015,74.9
闯入者,2015,1003.6
何以笙箫默,2015,35351.1
女神跟我走,2015,38
我亲爱的小淘气（部分地区）,2015,–
超能查派,2015,10368.6
悬战,2015,162.1
分手不分手,2015,18.1
永远的守望,2015,9.2
复仇者联盟2：奥创纪元,2015,146418.6
旋风九日,2015,1685.7
重生爱人,2015,1988.4
夺命旅行,2015,852.7
十二公民,2015,1392.3
土豪520,2015,3012.9
迷与狂,2015,125.7
我的个神啊,2015,11813.8
哺乳期的女人,2015,27.7
阿里巴巴大盗奇兵,2015,1574.2
明日世界,2015,11842
屠魔战士,2015,4701.1
哆啦A梦：伴我同行,2015,53007.5
妈咪侠,2015,14.4
金箍棒传奇2,2015,551.1
天亮·分手,2015,58
不能错过,2015,3.6
潜艇总动员之时光宝盒,2015,3385.2
超能兔战队,2015,158.2
天边的孩子,2015,7.8
末日崩塌,2015,62946.5
顺风车,2015,50.9
异种,2015,508.2
搏击迷城,2015,185.5
侏罗纪世界,2015,142019.6
我是谁2015,2015,550.4
再见我们的十年,2015,535.2
杀破狼2,2015,56015.6
分歧者2：绝地反击,2015,11011.9
我的男友和狗,2015,2418.3
少年班,2015,5064.8
致命对决,2015,130.1
惊魂电影院,2015,869.5
摇滚英雄,2015,180.5
约定倒计时,2015,67.7
横冲直撞好莱坞,2015,32217.7
恋爱排班表,2015,83.7
拳霸风云,2015,133.2
无法证明,2015,14.5
对风说爱你,2015,277.8
再次出发,2015,2027.1
听说,2015,243.9
午夜43路,2015,850.9
因为谷桂花,2015,22.9
小猪班纳之梦想大帽险,2015,448.9
三只小猪与神灯,2015,2380.6
"
默守那份情
",2015,77.9
道士下山,2015,40060.5
我是路人甲,2015,6318
罪恶赎金,2015,471.7
简单爱,2015,21.7
西游新传2：真心话大冒险,2015,244
张震讲故事之鬼迷心窍,2015,2091.5
汽车人总动员,2015,583.4
少女哪吒,2015,52.2
小时代4：灵魂尽头,2015,48841.7
西游记之大圣归来,2015,95592.9
栀子花开,2015,37888.7
猪猪侠之终极决战,2015,4542.5
亲，别怕,2015,226.1
大宅男,2015,32.5
捉妖记,2015,"243653.9
"
煎饼侠,2015,115944.8
碟仙惊魂,2015,–
小羊肖恩,2015,5374.5
爱情魔发师,2015,19.2
模仿游戏,2015,5250.5
奥拉星：进击圣殿,2015,847.5
赛尔号5：雷神崛起,2015,5657.7
守梦者,2015,28
命中注定,2015,6791.6
通灵之六世古宅,2015,1652.3
危机行动,2015,73.6
黑瞳(广东地区),2015,961.6
等爱归来,2015,71.3
王朝的女人·杨贵妃,2015,13388.3
谜城,2015,14881.6
太平轮(下),2015,5101.4
巴黎假期,2015,1791
美人鱼之海盗来袭,2015,1729.7
男人制造,2015,20.3
恐怖游泳馆,2015,423.6
冰雪女王,2015,402
轩辕剑传奇,2015,315.5
一路向前,2015,570.8
桂宝之爆笑闯宇宙,2015,6417.2
破风,2015,14522.9
新步步惊心,2015,3220
黑猫警长之翡翠之星,2015,6991.3
爱之初体验,2015,321.7
红髅,2015,341.1
时间都去哪了,2015,21.2
小西天狄道传奇,2015,8.8
情剑,2015,30.8
我爸比我小四岁,2015,330.4
滚蛋吧！肿瘤君,2015,51064
洛克王国4,2015,7671.9
宅女侦探桂香,2015,4130.6
白雪公主之神秘爸爸,2015,1112.5
狂野飞车,2015,294.7
七月半之恐怖宿舍,2015,1226.3
我是大熊猫之熊猫大侠,2015,85
非你勿扰,2015,45.9
新娘大作战,2015,17325
恋爱中的城市,2015,5360.6
战火中的芭蕾,2015,1209.5
王子与108煞,2015,156.9
双生灵,2015,309.5
终结者：创世纪,2015,72473.7
这里的黎明静悄悄,2015,729.2
烈日灼心,2015,30464.9
刺客聂隐娘,2015,6136.7
心跳戈壁,2015,3.7
三城记,2015,1222.2
我是奋青,2015,51.2
百团大战,2015,41137.5
犹太女孩在上海2,2015,76.6
诡劫,2015,256.6
大变局之梦回甲午,2015,17.7
男神时代,2015,822.3
情敌蜜月,2015,1029.3
角逐,2015,5.6
华丽上班族,2015,4720
开罗宣言,2015,693.8
枕边诡影,2015,398.7
穷途,2015,32.9
魔镜奇缘,2015,1553.4
少年杨靖宇,2015,0.7
落跑吧，爱情,2015,1303.4
幸福很囧,2015,5
亚马逊萌猴奇遇记,2015,1547.8
碟中谍5：神秘国度,2015,86894
纯真年代,2015,0.1
启功,2015,40
东莞女孩,2015,10.5
星语心愿之再爱,2015,520.9
1980年代的爱情,2015,174.5
斗地主,2015,80.8
小黄人大眼萌,2015,43549.7
像素大战,2015,10093.3
别有动机,2015,1188
暗杀,2015,4695.9
人皮拼图,2015,405.3
墓穴迷城,2015,244.8
使命召唤,2015,398
黄河,2015,5.6
诱狼,2015,836
逆转胜,2015,39.9
诡打墙,2015,134
港囧,2015,161223.9
第三种爱情,2015,7320.7
魔镜,2015,1034.9
长江7号：超萌特攻队,2015,828.6
夏洛特烦恼,2015,144069.2
解救吾先生,2015,19581.4
九层妖塔,2015,68220.1
巴啦啦小魔仙之魔箭公主,2015,3826
天眼传奇,2015,404.7
极地大反攻,2015,391
诡宅,2015,–
头脑特工队,2015,9719.5
受降前夕,2015,–
天各一方,2015,2.7
家有虎妻,2015,25.1
妈妈让我再爱你一次,2015,36.1
小王子,2015,15837.1
喜马拉雅天梯,2015,1051.4
心迷宫,2015,1015.8
魔卡行动,2015,275.3
零点杀机,2015,44.9
蚁人,2015,67155.6
笔仙魔咒,2015,1038.5
幸存者,2015,942.2
小飞侠：幻梦启航,2015,2840
浪漫天降,2015,781.6
探灵档案,2015,329.7
既然青春留不住,2015,5017.1
业火的向日葵,2015,8158.7
龙在哪里？,2015,2074.5
猛龙特囧,2015,631.3
家在水草丰茂的地方,2015,75.6
回到被爱的每一天,2015,162.9
精灵旅社2,2015,11962.2
幸福很囧,2015,19.3
魔比斯环（3D）,2015,–
钢铁，是这样炼成的,2015,9.9
十七岁,2015,392.5
半夜叫你别回头,2015,851.9
山河故人,2015,3218
兔子镇的火狐狸,2015,247.3
我是证人,2015,21514
囧贼,2015,21.9
我的诗篇,2015,40.2
绝命海拔,2015,10209.9
我的处女地,2015,150.1
移动迷宫2,2015,19659.9
雨夜惊魂,2015,244
史努比：花生大电影,2015,3660.4
剩者为王,2015,6139.8
前任2：备胎反击战,2015,25152.9
激战黎明,2015,27.9
时尚女郎之女人江湖,2015,2.2
我的青春期,2015,1227.9
007：幽灵党,2015,54161.5
年少轻狂,2015,1306.5
陪安东尼度过漫长岁月,2015,6257.2
恐怖照相机,2015,–
男二本色,2015,6.2
昆塔：盒子总动员,2015,–
我的少女时代,2015,35929.3
灵臆事件,2015,399.2
十月初五的月光,2015,4165.7
一个勺子,2015,1902.8
藏羚王之雪域精灵,2015,475.9
闺蜜心窍,2015,–
遭遇海明威,2015,22.2
饥饿游戏3：嘲笑鸟（下）,2015,14333.2
玩命速递：重启之战,2015,12823.9
痞子·洛克,2015,14.7
一刻十年,2015,11.5
火星救援,2015,58585
诡影迷情,2015,340.1
不速之客,2015,–
坏蛋必须死,2015,4692.2
消失的凶手,2015,7691.4
摇滚水果,2015,52.3
火云端,2015,7.7
海绵宝宝,2015,5665.2
怦然星动,2015,15933.2
极盗者,2015,24808
不可思异,2015,11167.2
杜拉拉追婚记,2015,4963.5
从天“儿”降,2015,5633.5
正果,2015,15.7
不能错过,2015,13.5
师父,2015,5478.4
我是大明星,2015,7.9
梦幻佳期,2015,45.8
擦枪走火,2015,547.9
极速风流,2015,2002.7
东北偏北,2015,89.2
催命符,2015,–
最美的时候遇见你,2015,154.9
全力扣杀,2015,75.9
电商时代,2015,45.1
紫霞,2015,45.9
北京时间,2015,3015.7
咕噜咕噜美人鱼,2015,1017.5
圣诞大赢家,2015,533.7
没女神探,2015,200.6
寻龙诀,2015,168214.3
诡娃娃,2015,286
万万没想到：西游篇,2015,32232.2
老炮儿,2015,90260.5
分手再说我爱你,2015,1273
恶棍天使,2015,64922.5
青春一战,2015,–
一念天堂,2015,8264.2
唐人街探案,2015,82337.5
索命暹罗之按摩师,2015,247.8
探秘者,2015,26.9
亲密的陷阱,2016,–
一切都好,2016,2623.4
皇帝的新装之圣诞大明星,2016,67
小门神,2016,7868.5
冰美人,2016,5.3
神探夏洛克,2016,16136.8
舌尖上的新年,2016,193.5
荒村怨灵,2016,395.5
星球大战：原力觉醒,2016,82557.3
通灵神探,2016,3538.9
极限挑战之皇家宝藏,2016,12551.4
消失爱人,2016,6419.6
最后的巫师猎人,2016,17989.1
国酒,2016,1021.4
恋爱教父之三个“坏”家伙,2016,113.7
我很帅,2016,1.8
熊出没之熊心归来,2016,28775.1
恶灵之门,2016,514.2
真相禁区,2016,4203.5
一家老小向前冲,2016,238.3
云中行走,2016,9082.1
爱在深秋,2016,113
请把你的窗户打开,2016,4.7
爸爸我来救你了,2016,98.6
谎言大爆炸,2016,88
果宝特攻之水果大逃亡,2016,833.9
