1286952,紫薯,1186,蔬菜,,,2.5,4.0,3.25,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286951,茭白,1186,蔬菜,,,3.0,4.0,3.5,粤,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286950,荸荠,1186,蔬菜,,,2.8,3.0,2.9,徽,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286949,芋头,1186,蔬菜,,,2.4,2.8,2.6,鲁,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286948,姜,1186,蔬菜,,,0.8,2.2,1.5,冀鲁,姜头\整,斤,2022-05-31 00:00:00,,138,,admin,,,
1286947,大蒜,1186,蔬菜,,,1.8,2.5,2.15,豫苏鲁,老,斤,2022-05-31 00:00:00,,138,,admin,,,
1286946,大蒜,1186,蔬菜,,,1.2,2.0,1.6,豫,新,斤,2022-05-31 00:00:00,,138,,admin,,,
1286945,蒜米,1186,蔬菜,,,1.8,3.0,2.4,鲁,机剥\手工,斤,2022-05-31 00:00:00,,138,,admin,,,
1286944,大葱,1186,蔬菜,,,1.2,1.5,1.35,鲁,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286914,鸡毛菜,1186,蔬菜,1199,水菜,2.5,3.5,3.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286943,小葱,1186,蔬菜,,,1.5,2.0,1.75,冀,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286913,荆芥,1186,蔬菜,1199,水菜,4.0,4.5,4.25,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286942,蒜苗,1186,蔬菜,,,2.0,5.0,3.5,豫鲁,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286912,紫苏叶,1186,蔬菜,1199,水菜,4.5,5.0,4.75,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286941,蒜黄,1186,蔬菜,,,4.8,5.2,5.0,冀,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286911,豌豆苗,1186,蔬菜,1199,水菜,4.5,5.0,4.75,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286940,青蒜,1186,蔬菜,,,2.0,2.2,2.1,冀,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286910,快菜,1186,蔬菜,1199,水菜,1.2,1.5,1.35,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286939,平菇,1186,蔬菜,,,3.0,4.0,3.5,京,小叶,斤,2022-05-31 00:00:00,,138,,admin,,,
1286909,苦菊,1186,蔬菜,1199,水菜,2.0,2.5,2.25,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286938,香菇,1186,蔬菜,,,3.5,6.0,4.75,冀,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286908,穿心莲,1186,蔬菜,1199,水菜,1.5,2.0,1.75,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286937,白玉菇,1186,蔬菜,,,3.0,3.5,3.25,京,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286907,木耳菜,1186,蔬菜,1199,水菜,3.0,3.5,3.25,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286936,口蘑,1186,蔬菜,,,7.0,7.5,7.25,豫,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286906,椰青,1187,水果,1211,其他类,6.0,7.0,6.5,,,个,2022-05-31 00:00:00,,138,,admin,,,
1286935,杏鲍菇,1186,蔬菜,,,2.3,3.0,2.65,苏,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286905,菠萝,1187,水果,1211,其他类,1.5,2.5,2.0,,箱装（上六下六）,斤,2022-05-31 00:00:00,,138,,admin,,,
1286904,国产凤梨,1187,水果,1211,其他类,3.0,3.3,3.15,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286903,圣女果,1187,水果,1211,其他类,4.5,5.5,5.0,,千禧,斤,2022-05-31 00:00:00,,138,,admin,,,
1286902,百香果,1187,水果,1211,其他类,12.0,13.0,12.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
